Event order;case;event;startTime;completeTime;Concept drift;Activity name;Role;Department;Cost;Amount
208;14;E;2019/01/10 17:03:57;2019/01/10 17:03:57;No;Assess loan risk;Risk Manager;Customer Service;14.48939684;10140.42387
209;26;B;2019/01/10 17:08:58;2019/01/10 17:08:58;No;Return application back to applicant;Loan Officer;Customer Service;8.47807839;6237.105973
210;22;D;2019/01/10 17:12:06;2019/01/10 17:12:06;No;Check credit history;Credit Analyst;Customer Service;15.81534583;9695.268422
211;16;F;2019/01/10 17:12:19;2019/01/10 17:12:19;No;Appraise property;Appraiser;Customer Service;24.55786986;8182.934118
212;23;E;2019/01/10 17:14:22;2019/01/10 17:14:22;No;Assess loan risk;Risk Manager;Customer Service;27.25563676;8975.047643
213;10;J;2019/01/10 17:14:39;2019/01/10 17:14:39;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;13.04460212;9869.515515
214;19;J;2019/01/10 17:19:10;2019/01/10 17:19:10;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;6.769597219;10193.4704
215;28;A;2019/01/10 17:20:00;2019/01/10 17:20:00;No;Check application form completeness;Loan Officer;Customer Service;11.56962339;9370.313264
216;24;A;2019/01/10 17:20:13;2019/01/10 17:20:13;No;Check application form completeness;Loan Officer;Customer Service;10.55401966;12374.72614
217;25;C;2019/01/10 17:20:34;2019/01/10 17:20:34;No;Receive updated application;Loan Officer;Customer Service;7.785222872;11600.20029
218;17;H;2019/01/10 17:26:22;2019/01/10 17:26:22;No;Reject application;Loan Officer;Customer Service;6.929240695;9657.924317
219;21;F;2019/01/10 17:26:54;2019/01/10 17:26:54;No;Appraise property;Appraiser;Customer Service;24.9420043;11050.91258
220;14;G;2019/01/10 17:27:56;2019/01/10 17:27:56;No;Assess eligibility;Risk Manager;Customer Service;20.02083568;10140.42387
221;20;F;2019/01/10 17:29:08;2019/01/10 17:29:08;No;Appraise property;Appraiser;Customer Service;25.88397501;7407.224067
222;27;B;2019/01/10 17:31:01;2019/01/10 17:31:01;No;Return application back to applicant;Loan Officer;Customer Service;4.960229937;7944.416648
223;26;C;2019/01/10 17:35:18;2019/01/10 17:35:18;No;Receive updated application;Loan Officer;Customer Service;7.745044111;6237.105973
224;29;A;2019/01/10 17:40:00;2019/01/10 17:40:00;No;Check application form completeness;Loan Officer;Customer Service;10.99991139;8097.651077
225;16;E;2019/01/10 17:40:20;2019/01/10 17:40:20;No;Assess loan risk;Risk Manager;Customer Service;20.44481516;8182.934118
226;22;F;2019/01/10 17:41:36;2019/01/10 17:41:36;No;Appraise property;Appraiser;Customer Service;28.00260788;9695.268422
227;19;L;2019/01/10 17:42:17;2019/01/10 17:42:17;No;Send acceptance pack;Loan Officer;Customer Service;13.65514379;10193.4704
228;23;G;2019/01/10 17:47:27;2019/01/10 17:47:27;No;Assess eligibility;Risk Manager;Customer Service;19.37900892;8975.047643
229;10;K;2019/01/10 17:47:35;2019/01/10 17:47:35;No;Send home insurance quote;Insurance Agent;Customer Service;6.266367895;9869.515515
230;28;B;2019/01/10 17:48:32;2019/01/10 17:48:32;No;Return application back to applicant;Loan Officer;Customer Service;7.840381069;9370.313264
231;24;D;2019/01/10 17:50:32;2019/01/10 17:50:32;No;Check credit history;Credit Analyst;Customer Service;13.60699063;12374.72614
232;25;A;2019/01/10 17:53:30;2019/01/10 17:53:30;No;Check application form completeness;Loan Officer;Customer Service;9.866715387;11600.20029
233;21;E;2019/01/10 17:57:01;2019/01/10 17:57:01;No;Assess loan risk;Risk Manager;Customer Service;16.94689148;11050.91258
234;27;C;2019/01/10 17:57:53;2019/01/10 17:57:53;No;Receive updated application;Loan Officer;Customer Service;7.480134929;7944.416648
235;14;I;2019/01/10 17:59:23;2019/01/10 17:59:23;No;Prepare acceptance pack;Loan Officer;Customer Service;12.3340902;10140.42387
236;30;A;2019/01/10 18:00:00;2019/01/10 18:00:00;No;Check application form completeness;Loan Officer;Customer Service;9.585493932;9545.762885
237;20;E;2019/01/10 18:00:38;2019/01/10 18:00:38;No;Assess loan risk;Risk Manager;Customer Service;19.23519559;7407.224067
238;26;A;2019/01/10 18:02:41;2019/01/10 18:02:41;No;Check application form completeness;Loan Officer;Customer Service;8.811698665;6237.105973
239;29;B;2019/01/10 18:13:02;2019/01/10 18:13:02;No;Return application back to applicant;Loan Officer;Customer Service;7.30829386;8097.651077
240;22;E;2019/01/10 18:13:51;2019/01/10 18:13:51;No;Assess loan risk;Risk Manager;Customer Service;14.27596363;9695.268422
241;16;G;2019/01/10 18:14:07;2019/01/10 18:14:07;No;Assess eligibility;Risk Manager;Customer Service;17.29764234;8182.934118
242;23;H;2019/01/10 18:15:18;2019/01/10 18:15:18;No;Reject application;Loan Officer;Customer Service;8.631345455;8975.047643
243;19;M;2019/01/10 18:15:20;2019/01/10 18:15:20;No;Verify repayment agreement;Loan Officer;Customer Service;9.734906101;10193.4704
244;10;M;2019/01/10 18:17:36;2019/01/10 18:17:36;No;Verify repayment agreement;Loan Officer;Customer Service;11.82007383;9869.515515
245;24;F;2019/01/10 18:19:40;2019/01/10 18:19:40;No;Appraise property;Appraiser;Customer Service;27.53056732;12374.72614
246;31;A;2019/01/10 18:20:00;2019/01/10 18:20:00;No;Check application form completeness;Loan Officer;Customer Service;9.943439046;12199.57183
247;28;C;2019/01/10 18:20:42;2019/01/10 18:20:42;No;Receive updated application;Loan Officer;Customer Service;6.899421914;9370.313264
248;25;D;2019/01/10 18:20:57;2019/01/10 18:20:57;No;Check credit history;Credit Analyst;Customer Service;17.72231643;11600.20029
249;14;J;2019/01/10 18:24:10;2019/01/10 18:24:10;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;7.000900013;10140.42387
250;21;G;2019/01/10 18:26:05;2019/01/10 18:26:05;No;Assess eligibility;Risk Manager;Customer Service;17.77895893;11050.91258
251;30;B;2019/01/10 18:30:05;2019/01/10 18:30:05;No;Return application back to applicant;Loan Officer;Customer Service;7.591086803;9545.762885
252;27;A;2019/01/10 18:31:21;2019/01/10 18:31:21;No;Check application form completeness;Loan Officer;Customer Service;8.585246343;7944.416648
253;20;G;2019/01/10 18:34:09;2019/01/10 18:34:09;No;Assess eligibility;Risk Manager;Customer Service;17.04501442;7407.224067
254;26;B;2019/01/10 18:36:24;2019/01/10 18:36:24;No;Return application back to applicant;Loan Officer;Customer Service;6.397994424;6237.105973
255;32;A;2019/01/10 18:40:00;2019/01/10 18:40:00;No;Check application form completeness;Loan Officer;Customer Service;9.149275614;13297.43617
256;16;I;2019/01/10 18:41:51;2019/01/10 18:41:51;No;Prepare acceptance pack;Loan Officer;Customer Service;10.65348661;8182.934118
257;29;C;2019/01/10 18:41:53;2019/01/10 18:41:53;No;Receive updated application;Loan Officer;Customer Service;6.233412537;8097.651077
258;10;N;2019/01/10 18:43:57;2019/01/10 18:43:57;No;Cancel application;Loan Officer;Customer Service;9.438595653;9869.515515
259;22;G;2019/01/10 18:44:10;2019/01/10 18:44:10;No;Assess eligibility;Risk Manager;Customer Service;18.44539175;9695.268422
260;19;O;2019/01/10 18:46:50;2019/01/10 18:46:50;No;Approve application;Loan Officer;Customer Service;18.87940016;10193.4704
261;28;A;2019/01/10 18:47:59;2019/01/10 18:47:59;No;Check application form completeness;Loan Officer;Customer Service;7.910717014;9370.313264
262;31;D;2019/01/10 18:49:25;2019/01/10 18:49:25;No;Check credit history;Credit Analyst;Customer Service;14.02125985;12199.57183
263;24;E;2019/01/10 18:52:27;2019/01/10 18:52:27;No;Assess loan risk;Risk Manager;Customer Service;15.04955109;12374.72614
264;14;L;2019/01/10 18:54:43;2019/01/10 18:54:43;No;Send acceptance pack;Loan Officer;Customer Service;13.39051201;10140.42387
265;25;F;2019/01/10 18:58:51;2019/01/10 18:58:51;No;Appraise property;Appraiser;Customer Service;23.19227198;11600.20029
266;33;A;2019/01/10 19:00:00;2019/01/10 19:00:00;No;Check application form completeness;Loan Officer;Customer Service;6.763133775;9285.335201
267;30;C;2019/01/10 19:02:07;2019/01/10 19:02:07;No;Receive updated application;Loan Officer;Customer Service;7.684804282;9545.762885
268;27;B;2019/01/10 19:02:15;2019/01/10 19:02:15;No;Return application back to applicant;Loan Officer;Customer Service;6.89732497;7944.416648
269;21;H;2019/01/10 19:02:34;2019/01/10 19:02:34;No;Reject application;Loan Officer;Customer Service;9.415375363;11050.91258
270;20;I;2019/01/10 19:05:28;2019/01/10 19:05:28;No;Prepare acceptance pack;Loan Officer;Customer Service;10.53884361;7407.224067
271;26;C;2019/01/10 19:07:50;2019/01/10 19:07:50;No;Receive updated application;Loan Officer;Customer Service;9.068973881;6237.105973
272;32;D;2019/01/10 19:08:26;2019/01/10 19:08:26;No;Check credit history;Credit Analyst;Customer Service;14.85926636;13297.43617
273;16;J;2019/01/10 19:08:39;2019/01/10 19:08:39;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;11.74772931;8182.934118
274;28;B;2019/01/10 19:17:12;2019/01/10 19:17:12;No;Return application back to applicant;Loan Officer;Customer Service;7.024973729;9370.313264
275;24;G;2019/01/10 19:17:22;2019/01/10 19:17:22;No;Assess eligibility;Risk Manager;Customer Service;16.83081958;12374.72614
276;31;F;2019/01/10 19:17:39;2019/01/10 19:17:39;No;Appraise property;Appraiser;Customer Service;19.90833299;12199.57183
277;22;H;2019/01/10 19:19:09;2019/01/10 19:19:09;No;Reject application;Loan Officer;Customer Service;9.372361745;9695.268422
278;29;A;2019/01/10 19:19:13;2019/01/10 19:19:13;No;Check application form completeness;Loan Officer;Customer Service;9.908026322;8097.651077
279;34;A;2019/01/10 19:20:00;2019/01/10 19:20:00;No;Check application form completeness;Loan Officer;Customer Service;9.784364979;11820.78323
280;14;M;2019/01/10 19:27:50;2019/01/10 19:27:50;No;Verify repayment agreement;Loan Officer;Customer Service;8.549145901;10140.42387
281;30;A;2019/01/10 19:33:20;2019/01/10 19:33:20;No;Check application form completeness;Loan Officer;Customer Service;9.659680759;9545.762885
282;27;C;2019/01/10 19:33:31;2019/01/10 19:33:31;No;Receive updated application;Loan Officer;Customer Service;8.371464476;7944.416648
283;33;B;2019/01/10 19:33:45;2019/01/10 19:33:45;No;Return application back to applicant;Loan Officer;Customer Service;6.641719625;9285.335201
284;25;E;2019/01/10 19:33:52;2019/01/10 19:33:52;No;Assess loan risk;Risk Manager;Customer Service;18.10483085;11600.20029
285;32;F;2019/01/10 19:34:30;2019/01/10 19:34:30;No;Appraise property;Appraiser;Customer Service;17.87271262;13297.43617
286;20;J;2019/01/10 19:34:47;2019/01/10 19:34:47;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;7.463358541;7407.224067
287;26;A;2019/01/10 19:39:40;2019/01/10 19:39:40;No;Check application form completeness;Loan Officer;Customer Service;10.13873982;6237.105973
288;16;K;2019/01/10 19:40:00;2019/01/10 19:40:00;No;Send home insurance quote;Insurance Agent;Customer Service;6.993979671;8182.934118
289;35;A;2019/01/10 19:40:00;2019/01/10 19:40:00;No;Check application form completeness;Loan Officer;Customer Service;12.54172679;10159.26242
290;29;D;2019/01/10 19:47:15;2019/01/10 19:47:15;No;Check credit history;Credit Analyst;Customer Service;17.47478094;8097.651077
291;24;I;2019/01/10 19:47:21;2019/01/10 19:47:21;No;Prepare acceptance pack;Loan Officer;Customer Service;9.580930902;12374.72614
292;34;D;2019/01/10 19:48:38;2019/01/10 19:48:38;No;Check credit history;Credit Analyst;Customer Service;11.84535797;11820.78323
293;31;E;2019/01/10 19:49:52;2019/01/10 19:49:52;No;Assess loan risk;Risk Manager;Customer Service;24.8187285;12199.57183
294;28;C;2019/01/10 19:50:57;2019/01/10 19:50:57;No;Receive updated application;Loan Officer;Customer Service;8.53677313;9370.313264
295;14;O;2019/01/10 19:56:03;2019/01/10 19:56:03;No;Approve application;Loan Officer;Customer Service;12.8259388;10140.42387
296;36;A;2019/01/10 20:00:00;2019/01/10 20:00:00;No;Check application form completeness;Loan Officer;Customer Service;10.69807558;11156.04122
297;30;D;2019/01/10 20:03:21;2019/01/10 20:03:21;No;Check credit history;Credit Analyst;Customer Service;11.79307545;9545.762885
298;27;A;2019/01/10 20:03:54;2019/01/10 20:03:54;No;Check application form completeness;Loan Officer;Customer Service;12.16522431;7944.416648
299;33;C;2019/01/10 20:04:47;2019/01/10 20:04:47;No;Receive updated application;Loan Officer;Customer Service;8.141110926;9285.335201
300;26;B;2019/01/10 20:05:35;2019/01/10 20:05:35;No;Return application back to applicant;Loan Officer;Customer Service;7.479373352;6237.105973
301;20;L;2019/01/10 20:05:59;2019/01/10 20:05:59;No;Send acceptance pack;Loan Officer;Customer Service;8.181631251;7407.224067
302;25;G;2019/01/10 20:07:00;2019/01/10 20:07:00;No;Assess eligibility;Risk Manager;Customer Service;16.30771951;11600.20029
303;32;E;2019/01/10 20:08:46;2019/01/10 20:08:46;No;Assess loan risk;Risk Manager;Customer Service;16.96238552;13297.43617
304;35;D;2019/01/10 20:12:38;2019/01/10 20:12:38;No;Check credit history;Credit Analyst;Customer Service;14.57066532;10159.26242
305;16;M;2019/01/10 20:12:47;2019/01/10 20:12:47;No;Verify repayment agreement;Loan Officer;Customer Service;13.04138663;8182.934118
306;31;G;2019/01/10 20:17:40;2019/01/10 20:17:40;No;Assess eligibility;Risk Manager;Customer Service;17.13972656;12199.57183
307;34;F;2019/01/10 20:17:49;2019/01/10 20:17:49;No;Appraise property;Appraiser;Customer Service;26.0955662;11820.78323
308;24;J;2019/01/10 20:18:49;2019/01/10 20:18:49;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;9.562838119;12374.72614
309;37;A;2019/01/10 20:20:00;2019/01/10 20:20:00;No;Check application form completeness;Loan Officer;Customer Service;11.303062;9534.621296
310;28;A;2019/01/10 20:20:52;2019/01/10 20:20:52;No;Check application form completeness;Loan Officer;Customer Service;13.13380605;9370.313264
311;29;F;2019/01/10 20:22:03;2019/01/10 20:22:03;No;Appraise property;Appraiser;Customer Service;21.69748054;8097.651077
312;27;D;2019/01/10 20:29:07;2019/01/10 20:29:07;No;Check credit history;Credit Analyst;Customer Service;14.82896764;7944.416648
313;36;D;2019/01/10 20:31:50;2019/01/10 20:31:50;No;Check credit history;Credit Analyst;Customer Service;15.22524884;11156.04122
314;33;A;2019/01/10 20:32:20;2019/01/10 20:32:20;No;Check application form completeness;Loan Officer;Customer Service;12.55460821;9285.335201
315;25;H;2019/01/10 20:33:40;2019/01/10 20:33:40;No;Reject application;Loan Officer;Customer Service;11.0038306;11600.20029
316;20;M;2019/01/10 20:33:48;2019/01/10 20:33:48;No;Verify repayment agreement;Loan Officer;Customer Service;12.04379236;7407.224067
317;30;F;2019/01/10 20:34:41;2019/01/10 20:34:41;No;Appraise property;Appraiser;Customer Service;22.63315723;9545.762885
318;26;C;2019/01/10 20:38:21;2019/01/10 20:38:21;No;Receive updated application;Loan Officer;Customer Service;8.675354992;6237.105973
319;38;A;2019/01/10 20:40:00;2019/01/10 20:40:00;No;Check application form completeness;Loan Officer;Customer Service;8.990113204;11390.41678
320;16;N;2019/01/10 20:40:18;2019/01/10 20:40:18;No;Cancel application;Loan Officer;Customer Service;10.09478789;8182.934118
321;32;G;2019/01/10 20:43:30;2019/01/10 20:43:30;No;Assess eligibility;Risk Manager;Customer Service;18.10040795;13297.43617
322;35;F;2019/01/10 20:44:18;2019/01/10 20:44:18;No;Appraise property;Appraiser;Customer Service;21.43598634;10159.26242
323;31;H;2019/01/10 20:46:55;2019/01/10 20:46:55;No;Reject application;Loan Officer;Customer Service;11.07871822;12199.57183
324;37;B;2019/01/10 20:48:39;2019/01/10 20:48:39;No;Return application back to applicant;Loan Officer;Customer Service;6.417542275;9534.621296
325;24;L;2019/01/10 20:48:55;2019/01/10 20:48:55;No;Send acceptance pack;Loan Officer;Customer Service;11.76602596;12374.72614
326;34;E;2019/01/10 20:49:44;2019/01/10 20:49:44;No;Assess loan risk;Risk Manager;Customer Service;17.9899439;11820.78323
327;28;B;2019/01/10 20:51:50;2019/01/10 20:51:50;No;Return application back to applicant;Loan Officer;Customer Service;7.176518749;9370.313264
328;29;E;2019/01/10 20:53:50;2019/01/10 20:53:50;No;Assess loan risk;Risk Manager;Customer Service;22.54527754;8097.651077
329;27;F;2019/01/10 20:58:14;2019/01/10 20:58:14;No;Appraise property;Appraiser;Customer Service;26.0617618;7944.416648
330;39;A;2019/01/10 21:00:00;2019/01/10 21:00:00;No;Check application form completeness;Loan Officer;Customer Service;8.812061729;11361.72475
331;30;E;2019/01/10 21:00:48;2019/01/10 21:00:48;No;Assess loan risk;Risk Manager;Customer Service;23.66006642;9545.762885
332;36;F;2019/01/10 21:01:18;2019/01/10 21:01:18;No;Appraise property;Appraiser;Customer Service;22.82894697;11156.04122
333;33;D;2019/01/10 21:03:32;2019/01/10 21:03:32;No;Check credit history;Credit Analyst;Customer Service;12.7811051;9285.335201
334;20;O;2019/01/10 21:03:42;2019/01/10 21:03:42;No;Approve application;Loan Officer;Customer Service;11.63669813;7407.224067
335;26;A;2019/01/10 21:03:57;2019/01/10 21:03:57;No;Check application form completeness;Loan Officer;Customer Service;12.96801717;6237.105973
336;38;D;2019/01/10 21:10:00;2019/01/10 21:10:00;No;Check credit history;Credit Analyst;Customer Service;15.92049241;11390.41678
337;35;E;2019/01/10 21:10:56;2019/01/10 21:10:56;No;Assess loan risk;Risk Manager;Customer Service;19.80926594;10159.26242
338;32;H;2019/01/10 21:12:10;2019/01/10 21:12:10;No;Reject application;Loan Officer;Customer Service;9.384125308;13297.43617
339;37;C;2019/01/10 21:18:27;2019/01/10 21:18:27;No;Receive updated application;Loan Officer;Customer Service;6.498491393;9534.621296
340;24;M;2019/01/10 21:18:54;2019/01/10 21:18:54;No;Verify repayment agreement;Loan Officer;Customer Service;11.59553637;12374.72614
