case,event,startTime,completeTime
36,K,2019/01/10 23:29:00.624,2019/01/10 23:29:00.624
42,A,2019/01/10 23:29:26.568,2019/01/10 23:29:26.568
45,D,2019/01/10 23:29:50.363,2019/01/10 23:29:50.363
41,G,2019/01/10 23:32:48.547,2019/01/10 23:32:48.547
33,J,2019/01/10 23:34:51.327,2019/01/10 23:34:51.327
27,L,2019/01/10 23:35:20.962,2019/01/10 23:35:20.962
47,A,2019/01/10 23:40:00.000,2019/01/10 23:40:00.000
44,F,2019/01/10 23:40:38.157,2019/01/10 23:40:38.157
43,E,2019/01/10 23:41:35.669,2019/01/10 23:41:35.669
35,M,2019/01/10 23:41:51.868,2019/01/10 23:41:51.868
37,G,2019/01/10 23:42:23.635,2019/01/10 23:42:23.635
38,J,2019/01/10 23:45:12.675,2019/01/10 23:45:12.675
26,C,2019/01/10 23:46:56.093,2019/01/10 23:46:56.093
28,D,2019/01/10 23:53:07.138,2019/01/10 23:53:07.138
46,B,2019/01/10 23:54:19.476,2019/01/10 23:54:19.476
39,J,2019/01/10 23:55:29.507,2019/01/10 23:55:29.507
40,H,2019/01/10 23:56:21.113,2019/01/10 23:56:21.113
30,N,2019/01/10 23:56:36.213,2019/01/10 23:56:36.213
42,B,2019/01/10 23:57:48.744,2019/01/10 23:57:48.744
36,M,2019/01/10 23:58:29.567,2019/01/10 23:58:29.567
45,F,2019/01/10 23:58:39.273,2019/01/10 23:58:39.273
29,N,2019/01/10 23:59:11.444,2019/01/10 23:59:11.444
48,A,2019/01/11 00:00:00.000,2019/01/11 00:00:00.000
41,H,2019/01/11 00:02:59.024,2019/01/11 00:02:59.024
33,L,2019/01/11 00:04:49.042,2019/01/11 00:04:49.042
27,M,2019/01/11 00:05:44.058,2019/01/11 00:05:44.058
47,D,2019/01/11 00:12:14.820,2019/01/11 00:12:14.820
37,I,2019/01/11 00:12:22.915,2019/01/11 00:12:22.915
38,L,2019/01/11 00:13:05.164,2019/01/11 00:13:05.164
43,G,2019/01/11 00:14:22.705,2019/01/11 00:14:22.705
26,A,2019/01/11 00:14:35.438,2019/01/11 00:14:35.438
35,N,2019/01/11 00:15:40.061,2019/01/11 00:15:40.061
44,E,2019/01/11 00:17:44.136,2019/01/11 00:17:44.136
49,A,2019/01/11 00:20:00.000,2019/01/11 00:20:00.000
46,C,2019/01/11 00:20:46.414,2019/01/11 00:20:46.414
45,E,2019/01/11 00:24:25.238,2019/01/11 00:24:25.238
28,F,2019/01/11 00:25:42.028,2019/01/11 00:25:42.028
42,C,2019/01/11 00:26:52.471,2019/01/11 00:26:52.471
39,L,2019/01/11 00:29:24.924,2019/01/11 00:29:24.924
36,O,2019/01/11 00:29:52.939,2019/01/11 00:29:52.939
48,B,2019/01/11 00:30:06.838,2019/01/11 00:30:06.838
27,N,2019/01/11 00:37:29.582,2019/01/11 00:37:29.582
33,M,2019/01/11 00:38:21.474,2019/01/11 00:38:21.474
50,A,2019/01/11 00:40:00.000,2019/01/11 00:40:00.000
44,G,2019/01/11 00:40:28.325,2019/01/11 00:40:28.325
37,J,2019/01/11 00:41:23.047,2019/01/11 00:41:23.047
26,D,2019/01/11 00:44:21.340,2019/01/11 00:44:21.340
47,F,2019/01/11 00:44:22.135,2019/01/11 00:44:22.135
38,M,2019/01/11 00:46:26.670,2019/01/11 00:46:26.670
43,H,2019/01/11 00:47:44.921,2019/01/11 00:47:44.921
49,B,2019/01/11 00:50:56.178,2019/01/11 00:50:56.178
28,E,2019/01/11 00:54:20.918,2019/01/11 00:54:20.918
45,G,2019/01/11 00:54:54.141,2019/01/11 00:54:54.141
42,A,2019/01/11 00:55:41.006,2019/01/11 00:55:41.006
46,A,2019/01/11 00:55:41.635,2019/01/11 00:55:41.635
39,M,2019/01/11 00:59:26.210,2019/01/11 00:59:26.210
51,A,2019/01/11 01:00:00.000,2019/01/11 01:00:00.000
48,C,2019/01/11 01:05:09.454,2019/01/11 01:05:09.454
33,O,2019/01/11 01:07:56.596,2019/01/11 01:07:56.596
37,L,2019/01/11 01:09:29.720,2019/01/11 01:09:29.720
44,I,2019/01/11 01:12:40.618,2019/01/11 01:12:40.618
50,D,2019/01/11 01:13:06.474,2019/01/11 01:13:06.474
26,F,2019/01/11 01:14:36.042,2019/01/11 01:14:36.042
47,E,2019/01/11 01:16:43.064,2019/01/11 01:16:43.064
52,A,2019/01/11 01:20:00.000,2019/01/11 01:20:00.000
38,N,2019/01/11 01:20:21.676,2019/01/11 01:20:21.676
45,H,2019/01/11 01:22:52.756,2019/01/11 01:22:52.756
46,D,2019/01/11 01:24:01.996,2019/01/11 01:24:01.996
39,O,2019/01/11 01:25:11.174,2019/01/11 01:25:11.174
42,D,2019/01/11 01:25:48.757,2019/01/11 01:25:48.757
28,G,2019/01/11 01:26:21.081,2019/01/11 01:26:21.081
49,C,2019/01/11 01:28:38.497,2019/01/11 01:28:38.497
51,D,2019/01/11 01:35:49.862,2019/01/11 01:35:49.862
48,A,2019/01/11 01:36:44.455,2019/01/11 01:36:44.455
53,A,2019/01/11 01:40:00.000,2019/01/11 01:40:00.000
50,F,2019/01/11 01:41:38.731,2019/01/11 01:41:38.731
44,J,2019/01/11 01:41:40.417,2019/01/11 01:41:40.417
26,E,2019/01/11 01:43:15.809,2019/01/11 01:43:15.809
37,M,2019/01/11 01:44:07.739,2019/01/11 01:44:07.739
47,G,2019/01/11 01:44:36.776,2019/01/11 01:44:36.776
52,D,2019/01/11 01:52:08.298,2019/01/11 01:52:08.298
46,F,2019/01/11 01:53:42.801,2019/01/11 01:53:42.801
28,H,2019/01/11 01:54:34.208,2019/01/11 01:54:34.208
42,F,2019/01/11 01:55:58.745,2019/01/11 01:55:58.745
54,A,2019/01/11 02:00:00.000,2019/01/11 02:00:00.000
49,A,2019/01/11 02:03:26.973,2019/01/11 02:03:26.973
51,F,2019/01/11 02:07:47.958,2019/01/11 02:07:47.958
53,B,2019/01/11 02:07:54.656,2019/01/11 02:07:54.656
48,B,2019/01/11 02:08:24.761,2019/01/11 02:08:24.761
47,I,2019/01/11 02:10:39.148,2019/01/11 02:10:39.148
37,O,2019/01/11 02:11:25.882,2019/01/11 02:11:25.882
50,E,2019/01/11 02:12:47.269,2019/01/11 02:12:47.269
44,L,2019/01/11 02:13:58.852,2019/01/11 02:13:58.852
26,G,2019/01/11 02:16:41.509,2019/01/11 02:16:41.509
55,A,2019/01/11 02:20:00.000,2019/01/11 02:20:00.000
42,E,2019/01/11 02:21:32.728,2019/01/11 02:21:32.728
52,F,2019/01/11 02:23:45.565,2019/01/11 02:23:45.565
54,B,2019/01/11 02:27:07.865,2019/01/11 02:27:07.865
46,E,2019/01/11 02:30:05.207,2019/01/11 02:30:05.207
49,D,2019/01/11 02:31:12.672,2019/01/11 02:31:12.672
53,C,2019/01/11 02:31:15.412,2019/01/11 02:31:15.412
48,C,2019/01/11 02:37:00.172,2019/01/11 02:37:00.172
51,E,2019/01/11 02:37:55.563,2019/01/11 02:37:55.563
56,A,2019/01/11 02:40:00.000,2019/01/11 02:40:00.000
47,J,2019/01/11 02:42:51.390,2019/01/11 02:42:51.390
50,G,2019/01/11 02:46:49.670,2019/01/11 02:46:49.670
44,M,2019/01/11 02:46:51.236,2019/01/11 02:46:51.236
26,H,2019/01/11 02:47:53.203,2019/01/11 02:47:53.203
55,B,2019/01/11 02:50:06.469,2019/01/11 02:50:06.469
52,E,2019/01/11 02:53:41.110,2019/01/11 02:53:41.110
54,C,2019/01/11 02:56:17.784,2019/01/11 02:56:17.784
42,G,2019/01/11 02:58:13.956,2019/01/11 02:58:13.956
53,A,2019/01/11 02:58:54.692,2019/01/11 02:58:54.692
57,A,2019/01/11 03:00:00.000,2019/01/11 03:00:00.000
46,G,2019/01/11 03:01:18.111,2019/01/11 03:01:18.111
48,A,2019/01/11 03:07:21.884,2019/01/11 03:07:21.884
56,D,2019/01/11 03:09:32.039,2019/01/11 03:09:32.039
49,F,2019/01/11 03:10:25.236,2019/01/11 03:10:25.236
47,K,2019/01/11 03:10:35.247,2019/01/11 03:10:35.247
51,G,2019/01/11 03:11:31.413,2019/01/11 03:11:31.413
44,O,2019/01/11 03:13:34.001,2019/01/11 03:13:34.001
50,H,2019/01/11 03:16:12.781,2019/01/11 03:16:12.781
55,C,2019/01/11 03:17:41.816,2019/01/11 03:17:41.816
52,G,2019/01/11 03:18:07.700,2019/01/11 03:18:07.700
58,A,2019/01/11 03:20:00.000,2019/01/11 03:20:00.000
42,I,2019/01/11 03:23:27.019,2019/01/11 03:23:27.019
54,A,2019/01/11 03:24:08.630,2019/01/11 03:24:08.630
57,D,2019/01/11 03:28:56.128,2019/01/11 03:28:56.128
46,H,2019/01/11 03:29:19.357,2019/01/11 03:29:19.357
53,B,2019/01/11 03:30:23.941,2019/01/11 03:30:23.941
49,E,2019/01/11 03:35:53.380,2019/01/11 03:35:53.380
51,I,2019/01/11 03:39:25.418,2019/01/11 03:39:25.418
59,A,2019/01/11 03:40:00.000,2019/01/11 03:40:00.000
48,B,2019/01/11 03:41:25.413,2019/01/11 03:41:25.413
56,F,2019/01/11 03:41:32.850,2019/01/11 03:41:32.850
47,M,2019/01/11 03:45:11.268,2019/01/11 03:45:11.268
58,D,2019/01/11 03:45:16.449,2019/01/11 03:45:16.449
52,I,2019/01/11 03:46:56.246,2019/01/11 03:46:56.246
55,A,2019/01/11 03:48:44.395,2019/01/11 03:48:44.395
54,B,2019/01/11 03:52:03.125,2019/01/11 03:52:03.125
42,J,2019/01/11 03:57:22.914,2019/01/11 03:57:22.914
60,A,2019/01/11 04:00:00.000,2019/01/11 04:00:00.000
57,F,2019/01/11 04:00:52.229,2019/01/11 04:00:52.229
53,C,2019/01/11 04:01:43.049,2019/01/11 04:01:43.049
49,G,2019/01/11 04:05:19.902,2019/01/11 04:05:19.902
51,J,2019/01/11 04:10:10.751,2019/01/11 04:10:10.751
56,E,2019/01/11 04:10:22.036,2019/01/11 04:10:22.036
48,C,2019/01/11 04:12:58.908,2019/01/11 04:12:58.908
47,O,2019/01/11 04:13:56.232,2019/01/11 04:13:56.232
59,B,2019/01/11 04:14:05.454,2019/01/11 04:14:05.454
52,J,2019/01/11 04:17:10.762,2019/01/11 04:17:10.762
61,A,2019/01/11 04:20:00.000,2019/01/11 04:20:00.000
58,F,2019/01/11 04:20:06.079,2019/01/11 04:20:06.079
55,D,2019/01/11 04:23:23.147,2019/01/11 04:23:23.147
54,C,2019/01/11 04:27:14.551,2019/01/11 04:27:14.551
42,K,2019/01/11 04:28:01.413,2019/01/11 04:28:01.413
60,D,2019/01/11 04:29:51.111,2019/01/11 04:29:51.111
49,I,2019/01/11 04:31:39.641,2019/01/11 04:31:39.641
53,A,2019/01/11 04:33:35.404,2019/01/11 04:33:35.404
57,E,2019/01/11 04:33:39.545,2019/01/11 04:33:39.545
51,L,2019/01/11 04:38:27.204,2019/01/11 04:38:27.204
48,A,2019/01/11 04:39:54.644,2019/01/11 04:39:54.644
62,A,2019/01/11 04:40:00.000,2019/01/11 04:40:00.000
56,G,2019/01/11 04:41:12.573,2019/01/11 04:41:12.573
52,L,2019/01/11 04:43:11.752,2019/01/11 04:43:11.752
58,E,2019/01/11 04:43:15.156,2019/01/11 04:43:15.156
59,C,2019/01/11 04:44:21.294,2019/01/11 04:44:21.294
61,B,2019/01/11 04:49:39.599,2019/01/11 04:49:39.599
55,F,2019/01/11 04:54:24.020,2019/01/11 04:54:24.020
54,A,2019/01/11 04:54:49.258,2019/01/11 04:54:49.258
60,F,2019/01/11 04:55:55.014,2019/01/11 04:55:55.014
63,A,2019/01/11 05:00:00.000,2019/01/11 05:00:00.000
49,J,2019/01/11 05:00:11.821,2019/01/11 05:00:11.821
42,M,2019/01/11 05:01:04.172,2019/01/11 05:01:04.172
53,D,2019/01/11 05:03:06.391,2019/01/11 05:03:06.391
62,B,2019/01/11 05:05:06.871,2019/01/11 05:05:06.871
52,M,2019/01/11 05:07:25.241,2019/01/11 05:07:25.241
57,G,2019/01/11 05:08:54.732,2019/01/11 05:08:54.732
48,B,2019/01/11 05:10:52.608,2019/01/11 05:10:52.608
58,G,2019/01/11 05:13:24.961,2019/01/11 05:13:24.961
51,M,2019/01/11 05:13:44.123,2019/01/11 05:13:44.123
59,A,2019/01/11 05:14:55.188,2019/01/11 05:14:55.188
56,H,2019/01/11 05:16:42.016,2019/01/11 05:16:42.016
54,D,2019/01/11 05:19:12.384,2019/01/11 05:19:12.384
61,C,2019/01/11 05:19:41.655,2019/01/11 05:19:41.655
64,A,2019/01/11 05:20:00.000,2019/01/11 05:20:00.000
55,E,2019/01/11 05:23:25.109,2019/01/11 05:23:25.109
63,D,2019/01/11 05:25:11.699,2019/01/11 05:25:11.699
49,L,2019/01/11 05:30:20.231,2019/01/11 05:30:20.231
60,E,2019/01/11 05:30:22.844,2019/01/11 05:30:22.844
53,F,2019/01/11 05:31:59.140,2019/01/11 05:31:59.140
42,O,2019/01/11 05:32:06.301,2019/01/11 05:32:06.301
52,N,2019/01/11 05:33:10.765,2019/01/11 05:33:10.765
57,I,2019/01/11 05:39:07.604,2019/01/11 05:39:07.604
62,C,2019/01/11 05:39:48.010,2019/01/11 05:39:48.010
65,A,2019/01/11 05:40:00.000,2019/01/11 05:40:00.000
51,N,2019/01/11 05:42:41.697,2019/01/11 05:42:41.697
48,C,2019/01/11 05:44:00.841,2019/01/11 05:44:00.841
58,H,2019/01/11 05:45:11.129,2019/01/11 05:45:11.129
61,A,2019/01/11 05:47:47.454,2019/01/11 05:47:47.454
54,F,2019/01/11 05:51:19.771,2019/01/11 05:51:19.771
64,D,2019/01/11 05:51:43.666,2019/01/11 05:51:43.666
59,B,2019/01/11 05:52:20.069,2019/01/11 05:52:20.069
55,G,2019/01/11 05:57:32.216,2019/01/11 05:57:32.216
60,G,2019/01/11 05:57:57.567,2019/01/11 05:57:57.567
53,E,2019/01/11 05:58:07.643,2019/01/11 05:58:07.643
66,A,2019/01/11 06:00:00.000,2019/01/11 06:00:00.000
49,M,2019/01/11 06:00:21.765,2019/01/11 06:00:21.765
63,F,2019/01/11 06:00:39.254,2019/01/11 06:00:39.254
65,D,2019/01/11 06:09:04.987,2019/01/11 06:09:04.987
62,A,2019/01/11 06:12:41.564,2019/01/11 06:12:41.564
61,B,2019/01/11 06:14:23.704,2019/01/11 06:14:23.704
54,E,2019/01/11 06:14:29.026,2019/01/11 06:14:29.026
57,J,2019/01/11 06:14:37.853,2019/01/11 06:14:37.853
48,A,2019/01/11 06:17:26.277,2019/01/11 06:17:26.277
67,A,2019/01/11 06:20:00.000,2019/01/11 06:20:00.000
64,F,2019/01/11 06:25:15.013,2019/01/11 06:25:15.013
59,C,2019/01/11 06:26:01.820,2019/01/11 06:26:01.820
60,I,2019/01/11 06:26:03.834,2019/01/11 06:26:03.834
49,O,2019/01/11 06:30:13.845,2019/01/11 06:30:13.845
53,G,2019/01/11 06:30:30.624,2019/01/11 06:30:30.624
55,I,2019/01/11 06:30:35.512,2019/01/11 06:30:35.512
66,D,2019/01/11 06:32:26.094,2019/01/11 06:32:26.094
63,E,2019/01/11 06:33:00.169,2019/01/11 06:33:00.169
68,A,2019/01/11 06:40:00.000,2019/01/11 06:40:00.000
65,F,2019/01/11 06:42:07.308,2019/01/11 06:42:07.308
61,C,2019/01/11 06:43:14.103,2019/01/11 06:43:14.103
57,K,2019/01/11 06:44:40.350,2019/01/11 06:44:40.350
62,D,2019/01/11 06:46:35.241,2019/01/11 06:46:35.241
54,G,2019/01/11 06:51:21.387,2019/01/11 06:51:21.387
67,D,2019/01/11 06:51:21.715,2019/01/11 06:51:21.715
48,D,2019/01/11 06:51:34.022,2019/01/11 06:51:34.022
64,E,2019/01/11 06:51:36.273,2019/01/11 06:51:36.273
59,A,2019/01/11 06:55:05.412,2019/01/11 06:55:05.412
60,J,2019/01/11 06:58:52.532,2019/01/11 06:58:52.532
69,A,2019/01/11 07:00:00.000,2019/01/11 07:00:00.000
53,H,2019/01/11 07:00:50.707,2019/01/11 07:00:50.707
66,F,2019/01/11 07:01:17.685,2019/01/11 07:01:17.685
55,J,2019/01/11 07:02:01.448,2019/01/11 07:02:01.448
63,G,2019/01/11 07:02:25.434,2019/01/11 07:02:25.434
68,D,2019/01/11 07:07:38.041,2019/01/11 07:07:38.041
65,E,2019/01/11 07:12:00.339,2019/01/11 07:12:00.339
61,A,2019/01/11 07:12:18.978,2019/01/11 07:12:18.978
57,M,2019/01/11 07:12:29.349,2019/01/11 07:12:29.349
62,F,2019/01/11 07:17:50.130,2019/01/11 07:17:50.130
70,A,2019/01/11 07:20:00.000,2019/01/11 07:20:00.000
64,G,2019/01/11 07:20:16.088,2019/01/11 07:20:16.088
48,F,2019/01/11 07:20:42.796,2019/01/11 07:20:42.796
67,F,2019/01/11 07:20:45.559,2019/01/11 07:20:45.559
59,D,2019/01/11 07:20:54.512,2019/01/11 07:20:54.512
54,H,2019/01/11 07:22:27.363,2019/01/11 07:22:27.363
60,K,2019/01/11 07:23:32.148,2019/01/11 07:23:32.148
66,E,2019/01/11 07:28:18.263,2019/01/11 07:28:18.263
69,B,2019/01/11 07:28:28.712,2019/01/11 07:28:28.712
55,L,2019/01/11 07:34:04.844,2019/01/11 07:34:04.844
63,H,2019/01/11 07:35:41.558,2019/01/11 07:35:41.558
65,G,2019/01/11 07:37:26.818,2019/01/11 07:37:26.818
68,F,2019/01/11 07:37:28.263,2019/01/11 07:37:28.263
71,A,2019/01/11 07:40:00.000,2019/01/11 07:40:00.000
57,N,2019/01/11 07:40:29.726,2019/01/11 07:40:29.726
61,D,2019/01/11 07:46:22.193,2019/01/11 07:46:22.193
48,E,2019/01/11 07:46:38.736,2019/01/11 07:46:38.736
59,F,2019/01/11 07:47:28.302,2019/01/11 07:47:28.302
67,E,2019/01/11 07:49:20.640,2019/01/11 07:49:20.640
62,E,2019/01/11 07:49:24.945,2019/01/11 07:49:24.945
60,M,2019/01/11 07:50:38.331,2019/01/11 07:50:38.331
64,H,2019/01/11 07:51:57.674,2019/01/11 07:51:57.674
70,B,2019/01/11 07:52:52.527,2019/01/11 07:52:52.527
69,C,2019/01/11 07:59:22.218,2019/01/11 07:59:22.218
72,A,2019/01/11 08:00:00.000,2019/01/11 08:00:00.000
66,G,2019/01/11 08:00:18.926,2019/01/11 08:00:18.926
55,M,2019/01/11 08:01:33.167,2019/01/11 08:01:33.167
68,E,2019/01/11 08:04:13.759,2019/01/11 08:04:13.759
65,H,2019/01/11 08:07:45.609,2019/01/11 08:07:45.609
59,E,2019/01/11 08:09:17.739,2019/01/11 08:09:17.739
48,G,2019/01/11 08:10:28.743,2019/01/11 08:10:28.743
71,B,2019/01/11 08:12:08.641,2019/01/11 08:12:08.641
61,F,2019/01/11 08:13:15.974,2019/01/11 08:13:15.974
62,G,2019/01/11 08:13:40.247,2019/01/11 08:13:40.247
67,G,2019/01/11 08:15:53.090,2019/01/11 08:15:53.090
73,A,2019/01/11 08:20:00.000,2019/01/11 08:20:00.000
60,O,2019/01/11 08:22:23.763,2019/01/11 08:22:23.763
70,C,2019/01/11 08:28:53.089,2019/01/11 08:28:53.089
66,I,2019/01/11 08:31:06.143,2019/01/11 08:31:06.143
69,A,2019/01/11 08:32:08.300,2019/01/11 08:32:08.300
68,G,2019/01/11 08:33:42.933,2019/01/11 08:33:42.933
55,O,2019/01/11 08:35:20.126,2019/01/11 08:35:20.126
72,D,2019/01/11 08:35:52.674,2019/01/11 08:35:52.674
74,A,2019/01/11 08:40:00.000,2019/01/11 08:40:00.000
71,C,2019/01/11 08:40:13.779,2019/01/11 08:40:13.779
59,G,2019/01/11 08:40:24.081,2019/01/11 08:40:24.081
48,H,2019/01/11 08:40:55.532,2019/01/11 08:40:55.532
62,H,2019/01/11 08:44:56.705,2019/01/11 08:44:56.705
61,E,2019/01/11 08:48:14.987,2019/01/11 08:48:14.987
67,I,2019/01/11 08:48:25.704,2019/01/11 08:48:25.704
73,B,2019/01/11 08:53:21.084,2019/01/11 08:53:21.084
70,A,2019/01/11 08:58:34.208,2019/01/11 08:58:34.208
75,A,2019/01/11 09:00:00.000,2019/01/11 09:00:00.000
66,J,2019/01/11 09:00:37.162,2019/01/11 09:00:37.162
69,D,2019/01/11 09:01:58.764,2019/01/11 09:01:58.764
68,I,2019/01/11 09:05:17.819,2019/01/11 09:05:17.819
74,D,2019/01/11 09:08:29.891,2019/01/11 09:08:29.891
72,F,2019/01/11 09:08:32.313,2019/01/11 09:08:32.313
59,H,2019/01/11 09:12:32.853,2019/01/11 09:12:32.853
71,A,2019/01/11 09:15:14.635,2019/01/11 09:15:14.635
61,G,2019/01/11 09:17:55.190,2019/01/11 09:17:55.190
67,J,2019/01/11 09:19:00.000,2019/01/11 09:19:00.000
76,A,2019/01/11 09:20:00.000,2019/01/11 09:20:00.000
73,C,2019/01/11 09:27:11.546,2019/01/11 09:27:11.546
66,L,2019/01/11 09:30:36.091,2019/01/11 09:30:36.091
75,D,2019/01/11 09:31:32.122,2019/01/11 09:31:32.122
69,F,2019/01/11 09:32:15.064,2019/01/11 09:32:15.064
70,D,2019/01/11 09:35:25.754,2019/01/11 09:35:25.754
68,J,2019/01/11 09:38:24.861,2019/01/11 09:38:24.861
77,A,2019/01/11 09:40:00.000,2019/01/11 09:40:00.000
72,E,2019/01/11 09:43:36.016,2019/01/11 09:43:36.016
71,D,2019/01/11 09:44:28.247,2019/01/11 09:44:28.247
74,F,2019/01/11 09:44:48.097,2019/01/11 09:44:48.097
67,K,2019/01/11 09:50:29.745,2019/01/11 09:50:29.745
61,I,2019/01/11 09:52:48.486,2019/01/11 09:52:48.486
76,D,2019/01/11 09:53:19.892,2019/01/11 09:53:19.892
70,F,2019/01/11 09:58:54.734,2019/01/11 09:58:54.734
73,A,2019/01/11 09:59:59.072,2019/01/11 09:59:59.072
78,A,2019/01/11 10:00:00.000,2019/01/11 10:00:00.000
66,M,2019/01/11 10:00:16.908,2019/01/11 10:00:16.908
75,F,2019/01/11 10:00:19.341,2019/01/11 10:00:19.341
69,E,2019/01/11 10:04:07.324,2019/01/11 10:04:07.324
77,D,2019/01/11 10:05:57.194,2019/01/11 10:05:57.194
68,K,2019/01/11 10:09:51.258,2019/01/11 10:09:51.258
72,G,2019/01/11 10:11:57.365,2019/01/11 10:11:57.365
74,E,2019/01/11 10:16:29.067,2019/01/11 10:16:29.067
71,F,2019/01/11 10:17:32.625,2019/01/11 10:17:32.625
67,M,2019/01/11 10:18:09.083,2019/01/11 10:18:09.083
79,A,2019/01/11 10:20:00.000,2019/01/11 10:20:00.000
61,J,2019/01/11 10:21:12.113,2019/01/11 10:21:12.113
76,F,2019/01/11 10:22:08.206,2019/01/11 10:22:08.206
66,N,2019/01/11 10:24:40.943,2019/01/11 10:24:40.943
70,E,2019/01/11 10:25:10.518,2019/01/11 10:25:10.518
78,D,2019/01/11 10:30:10.917,2019/01/11 10:30:10.917
73,D,2019/01/11 10:32:34.380,2019/01/11 10:32:34.380
77,F,2019/01/11 10:32:36.948,2019/01/11 10:32:36.948
69,G,2019/01/11 10:34:57.629,2019/01/11 10:34:57.629
75,E,2019/01/11 10:34:58.015,2019/01/11 10:34:58.015
80,A,2019/01/11 10:40:00.000,2019/01/11 10:40:00.000
72,H,2019/01/11 10:41:44.032,2019/01/11 10:41:44.032
74,G,2019/01/11 10:42:28.303,2019/01/11 10:42:28.303
68,M,2019/01/11 10:42:40.924,2019/01/11 10:42:40.924
71,E,2019/01/11 10:44:56.899,2019/01/11 10:44:56.899
61,L,2019/01/11 10:49:08.036,2019/01/11 10:49:08.036
67,O,2019/01/11 10:49:54.434,2019/01/11 10:49:54.434
70,G,2019/01/11 10:49:56.058,2019/01/11 10:49:56.058
79,D,2019/01/11 10:51:36.731,2019/01/11 10:51:36.731
76,E,2019/01/11 10:53:22.454,2019/01/11 10:53:22.454
78,F,2019/01/11 10:56:17.689,2019/01/11 10:56:17.689
73,F,2019/01/11 10:57:54.553,2019/01/11 10:57:54.553
81,A,2019/01/11 11:00:00.000,2019/01/11 11:00:00.000
77,E,2019/01/11 11:00:41.119,2019/01/11 11:00:41.119
69,I,2019/01/11 11:04:49.290,2019/01/11 11:04:49.290
68,O,2019/01/11 11:06:28.805,2019/01/11 11:06:28.805
75,G,2019/01/11 11:07:12.048,2019/01/11 11:07:12.048
80,B,2019/01/11 11:10:02.758,2019/01/11 11:10:02.758
74,H,2019/01/11 11:12:02.622,2019/01/11 11:12:02.622
76,G,2019/01/11 11:16:55.448,2019/01/11 11:16:55.448
71,G,2019/01/11 11:19:04.957,2019/01/11 11:19:04.957
82,A,2019/01/11 11:20:00.000,2019/01/11 11:20:00.000
70,H,2019/01/11 11:20:28.714,2019/01/11 11:20:28.714
78,E,2019/01/11 11:22:10.172,2019/01/11 11:22:10.172
79,F,2019/01/11 11:22:58.911,2019/01/11 11:22:58.911
61,M,2019/01/11 11:23:22.861,2019/01/11 11:23:22.861
73,E,2019/01/11 11:27:37.508,2019/01/11 11:27:37.508
77,G,2019/01/11 11:29:35.994,2019/01/11 11:29:35.994
81,B,2019/01/11 11:34:04.777,2019/01/11 11:34:04.777
69,J,2019/01/11 11:35:14.568,2019/01/11 11:35:14.568
83,A,2019/01/11 11:40:00.000,2019/01/11 11:40:00.000
75,I,2019/01/11 11:42:33.230,2019/01/11 11:42:33.230
80,C,2019/01/11 11:42:40.188,2019/01/11 11:42:40.188
82,D,2019/01/11 11:46:36.430,2019/01/11 11:46:36.430
76,H,2019/01/11 11:46:43.457,2019/01/11 11:46:43.457
71,H,2019/01/11 11:47:05.253,2019/01/11 11:47:05.253
78,G,2019/01/11 11:47:35.403,2019/01/11 11:47:35.403
79,E,2019/01/11 11:53:10.833,2019/01/11 11:53:10.833
61,O,2019/01/11 11:54:35.250,2019/01/11 11:54:35.250
73,G,2019/01/11 11:58:37.151,2019/01/11 11:58:37.151
81,C,2019/01/11 11:59:25.905,2019/01/11 11:59:25.905
84,A,2019/01/11 12:00:00.000,2019/01/11 12:00:00.000
77,H,2019/01/11 12:01:04.404,2019/01/11 12:01:04.404
69,L,2019/01/11 12:04:21.045,2019/01/11 12:04:21.045
83,B,2019/01/11 12:06:32.430,2019/01/11 12:06:32.430
80,A,2019/01/11 12:09:28.595,2019/01/11 12:09:28.595
75,J,2019/01/11 12:12:19.923,2019/01/11 12:12:19.923
78,H,2019/01/11 12:12:46.193,2019/01/11 12:12:46.193
85,A,2019/01/11 12:20:00.000,2019/01/11 12:20:00.000
79,G,2019/01/11 12:23:59.442,2019/01/11 12:23:59.442
81,A,2019/01/11 12:24:32.710,2019/01/11 12:24:32.710
82,F,2019/01/11 12:24:43.788,2019/01/11 12:24:43.788
73,I,2019/01/11 12:29:06.206,2019/01/11 12:29:06.206
84,D,2019/01/11 12:31:30.465,2019/01/11 12:31:30.465
69,M,2019/01/11 12:33:59.096,2019/01/11 12:33:59.096
83,C,2019/01/11 12:37:42.491,2019/01/11 12:37:42.491
80,B,2019/01/11 12:38:30.739,2019/01/11 12:38:30.739
86,A,2019/01/11 12:40:00.000,2019/01/11 12:40:00.000
75,K,2019/01/11 12:42:22.282,2019/01/11 12:42:22.282
82,E,2019/01/11 12:50:52.996,2019/01/11 12:50:52.996
85,B,2019/01/11 12:55:31.343,2019/01/11 12:55:31.343
81,D,2019/01/11 12:55:43.646,2019/01/11 12:55:43.646
79,I,2019/01/11 12:57:11.713,2019/01/11 12:57:11.713
84,F,2019/01/11 12:58:14.374,2019/01/11 12:58:14.374
87,A,2019/01/11 13:00:00.000,2019/01/11 13:00:00.000
73,J,2019/01/11 13:00:03.211,2019/01/11 13:00:03.211
75,M,2019/01/11 13:05:35.284,2019/01/11 13:05:35.284
69,O,2019/01/11 13:05:46.028,2019/01/11 13:05:46.028
